,DOB,Image,Summary,Name
261,,https://upload.wikimedia.org/wikipedia/en/9/95/Jayan-%27Krishnan-Nair%27-pic.jpg,"Krishnan Nair (25 July 1939 – 16 November 1980), better known by his stage name Jayan, was an Indian film actor, naval officer, stunt performer and cultural icon of the 1970s. He starred in over 150 Malayalam films. During his film career, he was primarily an action star and was particularly famous for his macho image and unique style. He was reputed for his chauvinistic appeal and well known for performing stunts of a dangerous nature on his own. By the late 1970s, he became the most popular lead actor and bankable star of Malayalam cinema and has been acclaimed as the first action hero of Malayalam cinema.[1]
",Jayan
262,15-10-1915,https://upload.wikimedia.org/wikipedia/en/d/d6/Jayant-%27Zakaria_Khan%27-pic.jpg,"Jayant (real name Zakaria Khan) (15 October 1915 – 2 June 1975) was an Indian film actor.
",Jayant
263,10-12-1964,https://upload.wikimedia.org/wikipedia/commons/0/06/Jayaram_2008.jpg,"Jayaram Subramaniam, known mononymously as Jayaram, is an Indian actor who predominantly appears in Malayalam and Tamil films and a few Telugu films. He is also a chenda percussionist, mimicry artist, and occasional playback singer. Jayaram has acted in more than 200 films and has received several awards, including the Padma Shri, two Kerala State Film Awards, two Tamil Nadu State Film Awards, and four Filmfare Awards South.[2][3]
",Jayaram
264,,https://upload.wikimedia.org/wikipedia/commons/4/4f/Karthik_Jayaram.jpg,"Jayaram Karthik is an Indian actor in the Kannada film industry. He is known for his work in the Colors Kannada television soap opera Ashwini Nakshatra, in which he played superstar actor Jay ""JK"" Krishna. He also acted in Siya Ke Ram as Raavana in Star Plus.[1] His first role as a lead actor came in Just Love.[2] He was second runner-up in the 2017 reality show Bigg Boss Kannada 5.
",Jayram Karthik
265,31-08-1978,https://upload.wikimedia.org/wikipedia/commons/9/9f/Jayasurya2018.jpg,"Jayasurya (born 31 August 1978) is an Indian actor, film producer, distributor, playback singer, and impressionist, who works in the Malayalam film industry. He has appeared in more than 100 films and has won several awards, including a National Film Award, two Kerala State Film Awards, a Filmfare Awards South for acting and Best actor at the Cincinnati Film Festival held in Cincinnati, USA. Jayasurya has also appeared in a few Tamil films.[2]
[3]
",Jayasurya
266,30-11-1978,https://upload.wikimedia.org/wikipedia/commons/c/c5/Jeet_%28actor%29_portrait_2017.jpg,"Jeet  (born Jeetendra Madnani) is an Indian actor, producer and television presenter who predominantly works in Bengali cinema.[1]
",Jeet
267,07-04-1942,https://upload.wikimedia.org/wikipedia/commons/5/59/Jeetendra_in_February_2020.jpg,"Jeetendra (born Ravi Kapoor on 7 April 1942) is an Indian actor, TV and film producer as chairman of the Balaji Telefilms, Balaji Motion Pictures and ALT Entertainment. Famous for his dancing, he was awarded a Filmfare Lifetime Achievement Award in 2003 and the Screen Lifetime Achievement Award in 2006. He had done more than 80 remakes of various South Indian films especially of Telugu language. During his long film career he gave 121 hits from 1960s.
",Jeetendra
268,30-11-1952,https://upload.wikimedia.org/wikipedia/commons/0/00/Jeeva_Telugu_actor.jpg,"Jeeva (born 30 November 1952) is an Indian film character actor, known for his works primarily in Telugu cinema and bit parts in Hindi. He has been working in films since 1978 and is well known for his negative roles in various Ram Gopal Varma films, particularly Satya (as Jagga), Ab Tak Chhappan (as Commissioner Suchak) and Sarkar (as Swami Virendra).[2] He has acted in around 250 Movies in Telugu and Hindi.[citation needed]
",Jeeva
269,24-10-1915,https://upload.wikimedia.org/wikipedia/commons/8/86/Actor_Jeevan.jpg,"Jeevan, born as Omkar Nath Dhar (24 October 1915  – 10 June 1987), was an Indian Bollywood actor who played Narad Muni in mythological films of the 1950s a total of 49 times.[1][2] Later, he played a villain in many films of the 1960s, 1970s and 1980s. His son Kiran Kumar is also an actor.[3]
",Jeevan
270,,,"Supriya Shukla (Mother)
",Jhanak Shukla
271,04-01-1984,https://upload.wikimedia.org/wikipedia/commons/4/43/Jiiva_latest_photoshoot.jpg,"Amar B. Choudary (born 4 January 1984), known professionally as Jiiva, is an Indian film actor, producer and philanthropist, who works mainly in Tamil cinema, as well as few films in Malayalam and Hindi. He is the youngest son of film producer R. B. Choudary. He began his career as a child actor in 1991 in films produced by his father. He made his debut as a lead actor in his father's 50th production, Aasai Aasaiyai (2003). After Sivaji Ganesan, Jiiva is the only Tamil actor to have been awarded at the Cyprus International Film Festival for his performance in the film Raam (2005).
",Jiiva
272,03-12-1970,https://upload.wikimedia.org/wikipedia/commons/5/54/Jimmy_Shergill.jpg,"Jasjit Singh Gill (born 3 December 1970), better known as Jimmy Sheirgill, is an Indian actor and film producer who works in Hindi and Punjabi films.[1]
",Jimmy Shergill
273,,https://upload.wikimedia.org/wikipedia/commons/8/8d/Jisshu_Sengupta.jpg,"Jisshu Sengupta (born 1977), popularly known as Jisshu, is an Indian actor, producer and television presenter, who works in Bengali and Hindi language films. Jisshu made his debut in showbiz through a Bengali TV series, Mahaprabhu where he portrayed the role of Chaitanya Mahaprabhu. The role overnight catapulted him to stardom. Subsequently, he made his big screen debut with Priyojon (1999), which became a debacle at box office. In 2002, he played Tagore in Sukanta Roy's ambitious venture Chelebela alongside Debashree Roy playing Kadambari Devi.[1] He then appeared in a spate of critically and commercially unsuccessful projects. He made his Bollywood debut with Shyam Benegal's National Award winning film Netaji Subhas Chandra Bose: The Forgotten Hero (2004). A turning point came in his career when he collaborated with Rituparno Ghosh for the latter's Abohoman, which earned him critical acclaim. His subsequent collaborations with Ghosh for films which include Noukadubi and Shob Charitro Kalponik brought him a higher degree of critical and commercial success. Sengupta's collaborations with other directors for films such as Jaatishwar enabled him to become one of the most sought out actors in Bengali cinema.
",Jisshu Sengupta
274,23-10-1982,,"Ramesh Choudary (born 23 October 1982)[1] also known by his stage name Jithan Ramesh, is a Tamil film actor from Chennai, Tamil Nadu, India. He is the third son of film producer R. B. Choudary and elder brother of actor Jiiva. He made his Tamil debut in the film Jithan (2005), which shot him to stardom, and, as of 2014, he became a producer for the film Jilla.
",Jithan Ramesh
275,,,"S.M. Joe Simon is an Indian film director, actor, lyricist, screenplay and story writer, known for his work in Kannada cinema.  Some of the films directed by Simon are Mr. Vasu (1995), Wanted (1993), Ravivarma (1992), Snehada Kadalalli (1992).[2][3][4][5][6][7][8][9][10]
",Joe Simon
276,17-12-1972,https://upload.wikimedia.org/wikipedia/commons/0/02/John_in_2020.jpg,"John Abraham  (born 17 December 1972)[2] is an Indian film actor, film producer and former model who appears in Hindi films. After modelling for numerous advertisements and companies, he made his film debut with Jism (2003), which earned him the Filmfare Best Debut Award nomination.[3] This was followed by his first commercial success, Dhoom (2004). He received two Filmfare Award nominations, for his negative roles in Dhoom, and in Zinda (2006). He later appeared in the major critical success Water (2005).[4] He was nominated for a Filmfare Award for Best Supporting Actor for the film Baabul (2006). Since then, Abraham has starred in many critically and commercially successful films including Garam Masala (2005), Taxi No. 9211 (2006), Dostana (2008), New York (2009), Force (2011), Housefull 2 (2012), Race 2 (2013), Shootout at Wadala (2013), Madras Cafe (2013), Welcome Back (2015), Dishoom (2016), Parmanu: The Story of Pokhran (2018), Satyameva Jayate (2018) and Batla House (2019), thus establishing himself as a commercially successful actor of Hindi cinema.
",John Abraham
277,,,"Johnny Lever  is an Indian film actor and one of the most noted comedians in Hindi cinema. Lever is one of the first stand-up comedians in India.[1]
Lever has received thirteen Filmfare Awards nominations in Filmfare Award for Best Performance in a Comic Role, and has won the award twice, for his work in Deewana Mastana (1997) and Dulhe Raja (1998). He began his career in 1984, and has acted in more than three hundred Bollywood films.[2][3]
",Johnny Lever
278,11-11-1926,https://upload.wikimedia.org/wikipedia/commons/0/02/Johnny_Walker_dans_CID_%281955%29.jpg,"Badruddin Jamaluddin Kazi (11 November 1926 – 29 July 2003), better known by his stage name Johnny Walker, was an Indian actor who acted in around 300 films. He was born in Indore, British India, the son of a mill worker. His father was made redundant and the family moved to Bombay (now Mumbai). Kazi took various jobs as the sole breadwinner for the family, eventually becoming a bus conductor with Brihanmumbai Electric Supply and Transport (BEST).
",Johnny Walker
279,22-06-1974,https://upload.wikimedia.org/wikipedia/commons/c/cd/Vijay_at_the_Nadigar_Sangam_Protest.jpg,"C. Joseph Vijay[2] (born 22 June 1974) is an Indian film actor, playback singer and dancer who works in Tamil cinema. Referred to by fans and media as Thalapathy (commander), Vijay is the highest paid actor and one of the most significant figures in the industry.[3] By 2017, he became the second-highest grossing actor in Tamil cinema history, behind Rajinikanth.[4] As of 2019, Vijay has acted in 64 films as a lead actor and won numerous awards including three Tamil Nadu State Film Awards, eight Vijay Awards, an Indiatoday Award, SIIMA Award, Cosmopolitan Award and National Film Award UK, three Edison Awards and two Vikatan Awards. He received an honorary doctorate from the Dr. M.G.R. Educational and Research Institute of the Tamil Nadu Dr. M.G.R. Medical University in 2007 for his contributions to social welfare and in honour of his achievements in the film industry. He has been included five times in the Forbes India Celebrity 100 list, based on the earnings of Indian celebrities.
",Joseph Vijay
280,24-02-1939,https://upload.wikimedia.org/wikipedia/en/1/10/Joy_Mukherjee.jpg,"Joy Mukherjee (24 February 1939 – 9 March 2012) was an Indian film actor and director. He was titled as the 'heart throb of the 1960s and 1970s'.
",Joy Mukherjee
281,26-07-1972,https://upload.wikimedia.org/wikipedia/commons/e/e4/JugalHansraj.jpg,"Jugal Hansraj (born 26 July 1972) is an Indian actor, model, producer, writer, author and a national award-winning director, based in Mumbai. 
Hansraj started his career as a child actor in the 1982 film Masoom, which starred Naseeruddin Shah and Shabana Azmi. He continued his career as a child actor in films like Karma (1986) and Sultanat (1986). He featured as a model for TV and print as a child and appeared in notable ad campaigns. He made his acting debut as an adult in Aa Gale Lag Jaa in 1994. Subsequently, he featured in the Mohabbatein (2000), Kabhi Khushi Kabhie Gham (2001) and Salaam Namaste (2005). He served as writer and director for the 2008 computer-animated film Roadside Romeo.
",Jugal Hansraj
282,,,"Kundan Lal Saigal, often abbreviated as K. L. Saigal (11 April 1904 – 18 January 1947), was an Indian singer and actor who is considered the first superstar of the Hindi film industry, which was centred in Kolkata during Saigal's time, but is currently centred in Mumbai.[1][2]
Saigal's unique voice quality which was a mixture of baritone and soft tenor was the benchmark for most of the singers who followed him. In fact it remains the gold standard even today shining through very early and practically primitive recording technology.
",K.L. Saigal
283,01-09-1908,https://upload.wikimedia.org/wikipedia/en/6/66/K.N.Singh-photo.jpg,"Krishan Niranjan (1 September 1908 – 31 January 2000), known as K. N. Singh in Indian cinema, was a prominent villain and character actor. He appeared in over 200 Hindi films over a long career stretching from 1936 to the late 1980s.
",K.N. Singh
284,25-03-1925,https://upload.wikimedia.org/wikipedia/en/2/29/K._S._Ashwath_in_Naagarahaavu.JPG,"Karaganahalli Subbaraya Ashwathanarayana (25 March 1925 – 18 January 2010) was an Indian veteran actor who appeared in Kannada films. He appeared in over 370 films during his five-decade-long career.[1] 
His only memorial in the whole of Karnataka, India is in the Kengeri satellite town, Bengaluru. Memorial name - ""K. S. Ashwath Memorial Children's Park"".
",K. S. Ashwath
285,16-01-1946,https://upload.wikimedia.org/wikipedia/commons/1/10/Kabir_Bedi_2012_%28bust_cropped%29.jpg,"Kabir Bedi (born 16 January 1946) is an Indian film actor. His career has spanned three continents covering India, the United States and especially Italy among other European countries in three media: film, television and theatre.[2] He is noted for his role as Emperor Shah Jahan in Taj Mahal: An Eternal Love Story and the villainous Sanjay Verma in the 80s blockbuster Khoon Bhari Maang. He is best known in Italy and Europe for playing the pirate Sandokan in the popular Italian TV mini series and for his role as the villainous Gobinda in the 1983 James Bond film Octopussy. Kabir Bedi is well known in Italy and is fluent in Italian. He is based in India and lives in Mumbai.[3]
",Kabir Bedi
